scope,workflow_run_id,workflow_run_number,terminal_stage,candidate_rows,historical_unique_species_queries,historical_provider_success_count,historical_provider_error_count,provider_error_type,supply_status,hypothesis_status,promotion_status,heldout_2021_2025_opened,complete_authoritative_96_frame_artifact_created,observability_hypothesis_tested,validated_japan_product_changed,interpretation
country_framed_global_extension,33031292325,1,2,6147,3161,3132,29,HTTP_429_too_many_requests,protocol_abort,unavailable,not_promoted,False,False,False,False,auditable provider-supply and evaluability boundary
